"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_inactive_promotion_is_rejected","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPromotionValidity","test_pricing","",""
"","7","test_the_listing_responds_within_the_budget","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestListing","test_catalog","",""
"One shape for every failure, from every layer.

        FastAPI's own 422, Starlette's 404 and the application's business errors
        would otherwise each have a different body, and a client would need
        three parsers.
        ","3","test_every_error_uses_the_same_envelope[validation-422]","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestErrorEnvelope","test_openapi_contract","",""
"The UI guard is convenience; the API refuses regardless.

    Asserted here because a customer who reaches an admin screen - even a broken
    one - is a bug worth catching at the layer they actually experience.
    ","245","test_a_customer_visiting_the_admin_area_is_refused","tests.ui.tests","Sat Aug 29 06:46:37 UTC 2026","passed","Sat Aug 29 06:46:38 UTC 2026","","test_e2e_journeys","",""
"","4","test_product_detail_matches_its_schema","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestResponseConformance","test_openapi_contract","",""
"","0","test_is_satisfiable[0-5-False]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestStockRequest","test_inventory_rules","",""
"","12","test_the_catalogue_is_returned_in_a_pagination_envelope","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestListing","test_catalog","",""
"Editing a single character of the claims must break verification.","2","test_a_tampered_payload_invalidates_the_signature","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"","5","test_price_ranges_are_respected[0.0-0.0]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestFiltering","test_catalog","",""
"","0","test_sensitive_keys_are_redacted[token]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestLogRedaction","test_order_rules","",""
"","0","test_rounds_half_up_to_two_places[10-10.00]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestQuantizeMoney","test_pricing","",""
"","1","test_invalid_luhn_numbers_fail[0000000000000001]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"","30","test_cart_line_money_is_a_number[line_total]","tests.contract.tests","Sat Aug 29 06:45:36 UTC 2026","passed","Sat Aug 29 06:45:36 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"The message must say what is wrong, so the UI can act on it.","0","test_rejects_and_explains[ALLUPPERCASE1-lowercase]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordPolicy","test_security_helpers","",""
"A stack trace in a response body is a map of the application.

        It names files, line numbers, library versions and sometimes SQL - all
        of which make the next attack cheaper.
        ","7","test_errors_never_leak_internals[conflict]","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestErrorDisclosure","test_exposure","",""
"The flag exists for admins; a customer passing it sees no more.","22","test_include_inactive_is_ignored_for_ordinary_customers","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestProductDetail","test_catalog","",""
"A cart belongs to an account; there is no anonymous cart to reach.

    An endpoint that fell back to a shared or implicit cart would let one
    visitor read or empty another's basket.
    ","3","test_cart_endpoints_reject_anonymous_callers[add-item]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","","test_cart","",""
"","16","test_a_valid_promotion_reduces_the_total","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestQuote","test_orders","",""
"Promotion tests need a valid, an expired and an inactive code to
        exist. Without all three, the negative cases quietly stop testing
        anything and every promo code looks acceptable.
        ","1","test_seeded_promotion_exists[expired]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestSeededData","test_schema","",""
"","17","test_a_customer_cannot_touch_another_customers_address[PATCH]","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestObjectLevelAccess","test_authorization","",""
"","2","test_protected_endpoints_reject_anonymous_callers[GET-addresses]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"","15","test_hostile_filter_values_are_handled_safely[sql-drop-table]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","107","test_different_keys_create_different_orders","tests.api.tests","Sat Aug 29 06:45:30 UTC 2026","passed","Sat Aug 29 06:45:30 UTC 2026","TestIdempotency","test_orders","",""
"A cancellation moves money and inventory in opposite directions.

        The units have to go back on sale, and the refund has to exist as its
        own payment row - overwriting the original ``paid`` row would destroy
        the audit trail showing the customer was charged before being refunded,
        which is exactly what a chargeback dispute turns on.
        ","78","test_cancelling_a_paid_order_restores_stock_and_records_a_refund","tests.database.tests","Sat Aug 29 06:45:33 UTC 2026","passed","Sat Aug 29 06:45:33 UTC 2026","TestCheckoutPersistence","test_persistence","",""
"","0","test_rejects_non_integers[None]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","6","test_search_terms_behave_as_expected[LAP-1001]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"","1","test_percentage_discount[33.33-15-5.00]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestDiscount","test_pricing","",""
"","0","test_accepts_compliant_passwords[Str0ngPass]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordPolicy","test_security_helpers","",""
"A stack trace in a response body is a map of the application.

        It names files, line numbers, library versions and sometimes SQL - all
        of which make the next attack cheaper.
        ","3","test_errors_never_leak_internals[bad-route]","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestErrorDisclosure","test_exposure","",""
"","5","test_search_terms_behave_as_expected[wireless]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"","2","test_malformed_addresses_are_rejected[empty]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"Business rule 2 - the IDOR case.

        404 rather than 403 on purpose: a 403 would confirm the order exists,
        which is itself information the requester should not have.
        ","41","test_a_customer_cannot_open_another_customers_order","tests.api.tests","Sat Aug 29 06:45:31 UTC 2026","passed","Sat Aug 29 06:45:31 UTC 2026","TestOrderHistory","test_orders","",""
"A missing table means this environment runs an older schema.

        Every request touching it would return a 500, so this is the first
        thing worth knowing when a freshly deployed environment misbehaves.
        ","1","test_expected_table_exists[inventory]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestTablesAndMigrations","test_schema","",""
"Registration returns a usable token.

        Returning a token means the client does not have to make a second login
        call, so a network blip between the two cannot leave a customer with an
        account they appear not to be signed into.
        ","36","test_a_new_account_is_created_and_signed_in","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","0","test_sensitive_keys_are_redacted[cvv]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestLogRedaction","test_order_rules","",""
"","0","test_currency_is_carried_through","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"The complete happy path, from having no account to owning an order.

    Deliberately built from scratch rather than from fixtures: this is the one
    test that proves a brand-new customer can get all the way through without
    anything having been prepared for them.
    ","136","test_register_search_buy_and_confirm","tests.integration.tests","Sat Aug 29 06:45:46 UTC 2026","passed","Sat Aug 29 06:45:47 UTC 2026","","test_journeys","",""
"Delete rules decide what happens to data nobody is looking at.

        Getting one wrong stays invisible until the day a product is deleted
        and years of order history vanish with it - by which point the backup
        window has usually closed.
        ","15","test_foreign_key_and_delete_rule[carts.user_id-to-users-CASCADE]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestForeignKeys","test_schema","",""
"`%` is a character to a shopper, and must be one to the query too.

        Unescaped, a search for ""100%"" would return the whole catalogue.
        ","5","test_like_wildcards_are_matched_literally[%%%]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"The invariant that makes an invoice add up.

        Whatever the inputs, total must equal subtotal - discount + tax +
        shipping exactly. This is the property most likely to break if rounding
        is ever moved or reordered.
        ","0","test_total_always_equals_the_sum_of_its_parts[one-cent]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"","0","test_brand_detection[9999999999999999-unknown]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"The cart lives on the server, so a refresh must not lose it.","1109","test_the_cart_survives_a_page_reload","tests.ui.tests","Sat Aug 29 06:46:05 UTC 2026","passed","Sat Aug 29 06:46:06 UTC 2026","TestCartUI","test_auth_cart_ui","",""
"Business rule 5, asserted in the API *and* the database.

    The single most damaging failure this application could have is an order
    recorded as paid when no money moved. Checking only the HTTP response would
    miss a bug that writes the wrong row.
    ","61","test_a_failed_payment_leaves_nothing_marked_paid","tests.integration.tests","Sat Aug 29 06:45:47 UTC 2026","passed","Sat Aug 29 06:45:47 UTC 2026","","test_journeys","",""
"","16","test_hostile_filter_values_are_handled_safely[xss-script-tag]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","2","test_a_hostile_path_segment_never_500s[path-traversal]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"Registration assigns the ``customer`` role by lookup. A missing role
        row makes every signup fail with a foreign-key error.
        ","1","test_both_roles_exist","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestSeededData","test_schema","",""
"","7","test_a_malformed_id_is_rejected[zero]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestProductDetail","test_catalog","",""
"``True`` is an ``int`` in Python and would otherwise pass as 1.

        A JSON body of {""quantity"": true} must be a validation error, not a
        silent purchase of one unit.
        ","1","test_rejects_booleans","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","7","test_the_metadata_agrees_with_the_data","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestPagination","test_catalog","",""
"","41","test_a_declined_order_is_already_cancelled","tests.api.tests","Sat Aug 29 06:45:32 UTC 2026","passed","Sat Aug 29 06:45:32 UTC 2026","TestCancellation","test_orders","",""
"Two short lines must always report the same one.

        Requests are checked in product-id order, so the error a customer sees
        does not depend on dict iteration order. A message that varies between
        runs makes for a test that fails intermittently on its assertion.
        ","0","test_the_reported_failure_is_deterministic","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAll","test_inventory_rules","",""
"","0","test_is_satisfiable[5-4-False]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestStockRequest","test_inventory_rules","",""
"A stack trace in a response body is a map of the application.

        It names files, line numbers, library versions and sometimes SQL - all
        of which make the next attack cheaper.
        ","3","test_errors_never_leak_internals[unauthorised]","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestErrorDisclosure","test_exposure","",""
"The service layer already refuses these values - but only on the
        paths it controls. A concurrency bug, a future endpoint or a manual
        ``UPDATE`` can each produce negative stock; the CHECK cannot be
        bypassed by any of them.
        ","1","test_check_constraint_is_enforced[order_items-quantity>0]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestCheckConstraints","test_schema","",""
